Date,Tenant,Industry_Type,Number_of_Floors,Number_of_Employees,Day_of_Week,Acquired_Area,Base_Electricity_Reading,Electricity_Reading,Month
2022-07-20,Via.com,Software,8,158,2,30517.733222274303,109.77620047527722,170.10437566144708,7
2022-07-21,Alcatel Lucent Technologies,Telecommunications,3,206,3,290068.3522488535,83.09010547452482,119.96486794961287,7
2022-07-22,Cognizant,IT Services,7,412,4,98532.73588121487,267.3753509780406,401.544711186232,7
2022-07-23,Fidelity,Finance,5,0,5,266099.3903756254,0.0,0.0,7
2022-07-24,Cognizant,IT Services,7,0,6,98532.73588121487,0.0,7.840197011257024,7
2022-07-25,Fidelity,Finance,10,195,0,266099.3903756254,70.67516832223882,104.10871220252332,7
2022-07-26,ANZ,Finance,10,385,1,235720.71443058396,184.09674085908395,274.5572696696437,7
2022-07-27,Alcatel Lucent Technologies,Telecommunications,7,128,2,290068.3522488535,87.38079956171858,126.26338092382275,7
2022-07-28,TP Vision,Software,8,436,3,311951.2495387996,232.9216603628418,351.5075035919126,7
2022-07-29,TCS,Telecommunications,4,232,4,363434.6900430807,149.44323210420356,227.7364443954531,7
2022-07-30,Novell,Software,1,0,5,154033.50645799877,0.0,0.0,7
2022-07-31,IBM,Engineering,7,0,6,29641.598150655183,0.0,7.901098559793183,7
2022-08-01,Jurimatrix,Consulting,4,492,0,226349.06235300525,75.76256904283908,112.31604374341791,8
2022-08-02,Colt Technologies,Technology,4,329,1,470980.6193328473,137.84498983072996,208.13684500734092,8
2022-08-03,Cerner Health Care Solutions,Healthcare,8,475,2,297737.37737389834,235.89574258186926,358.1086838043076,8
2022-08-04,IBM,Engineering,6,266,3,29641.598150655183,135.69383934282283,208.77174635858466,8
2022-08-05,Cognizant,IT Services,4,373,4,98532.73588121487,219.46964426883133,325.42689039014846,8
2022-08-06,TP Vision,Software,8,0,5,311951.2495387996,0.0,2.155872486634703,8
2022-08-07,Northern Operation Services,Outsourcing,9,0,6,90706.62617261536,0.0,0.0,8
2022-08-08,Via.com,Software,3,160,0,30517.733222274303,36.80082373025154,63.49193219102691,8
2022-08-09,Target Operation,Consulting,6,344,1,82255.70289564463,114.98617434302682,183.4803456575336,8
2022-08-10,Mavenir,Biotechnology,3,140,2,287955.1965214351,89.48649791918675,142.3907741785082,8
2022-08-11,Nvidia Graphics,Semiconductors,5,399,3,31350.27225087647,119.52447388147557,184.64469882744243,8
2022-08-12,Stylus Commercial Services,IT Services,9,454,4,336825.669668257,356.1044800630126,530.5152864846085,8
2022-08-13,Monsanto Holdings,Telecommunications,8,0,5,386333.2702978652,0.0,0.0,8
2022-08-14,Alcatel Lucent Technologies,Telecommunications,8,0,6,290068.3522488535,0.0,4.065133293050442,8
2022-08-15,Cognizant,IT Services,10,233,0,98532.73588121487,74.97807367679378,116.01143858946811,8
2022-08-16,Jurimatrix,Consulting,7,55,1,226349.06235300525,73.73999758223275,120.07458643696924,8
2022-08-17,Philips,Technology,5,165,2,67038.4916708522,67.1123513819439,98.79586181196638,8
2022-08-18,Colt Technologies,Technology,1,192,3,470980.6193328473,93.86671442324528,131.43297309208725,8
2022-08-19,Fidelity,Finance,9,182,4,266099.3903756254,196.97565227694898,296.11675933675673,8
2022-08-20,Cognizant,IT Services,8,0,5,98532.73588121487,0.0,0.0,8
2022-08-21,Mavenir,Biotechnology,3,0,6,287955.1965214351,0.0,0.0,8
2022-08-22,Data Craft India,Consulting,1,120,0,16705.69527864351,16.475929282083005,28.898409464732016,8
2022-08-23,Mavenir,Biotechnology,7,380,1,287955.1965214351,174.2422304215425,266.83893651564705,8
2022-08-24,Novell,Software,1,458,2,154033.50645799877,164.70207909629383,248.25832055020885,8
2022-08-25,Fidelity,Finance,5,96,3,266099.3903756254,86.5756768324426,134.55154259846495,8
2022-08-26,TCS,Telecommunications,10,394,4,363434.6900430807,240.20576692684313,357.3247304926249,8
2022-08-27,L and T,Manufacturing,10,0,5,380607.76996919076,0.0,0.0,8
2022-08-28,ANZ,Finance,8,0,6,235720.71443058396,0.0,8.634907510121113,8
2022-08-29,Novell,Software,2,411,0,154033.50645799877,79.11591692080938,114.65072830833577,8
2022-08-30,IBM,Engineering,8,57,1,29641.598150655183,85.61426913215513,124.37806815013266,8
2022-08-31,L and T,Manufacturing,3,319,2,380607.76996919076,191.49143467197257,284.3089330066602,8
2022-09-01,TCS,Telecommunications,4,278,3,363434.6900430807,109.16254103562349,92.5831958452782,9
2022-09-02,Target Operation,Consulting,4,334,4,82255.70289564463,152.28099659146434,132.56357105096075,9
2022-09-03,Colt Technologies,Technology,3,0,5,470980.6193328473,0.0,0.0,9
2022-09-04,Fidelity,Finance,2,0,6,266099.3903756254,0.0,3.1203670846081994,9
2022-09-05,TP Vision,Software,1,98,0,311951.2495387996,41.0236525530504,29.8695335100152,9
2022-09-06,Jurimatrix,Consulting,9,327,1,226349.06235300525,142.93009493612615,133.26436852005324,9
2022-09-07,Nokia Siemens Network India,Technology,6,210,2,94389.6278951662,84.47040411455797,78.81459467834034,9
2022-09-08,Nokia Siemens Network India,Technology,1,329,3,94389.6278951662,83.22573594264801,68.14748661663073,9
2022-09-09,Via.com,Software,5,173,4,30517.733222274303,137.4195701586407,123.13307304025736,9
2022-09-10,Target Operation,Consulting,10,0,5,82255.70289564463,0.0,0.0,9
2022-09-11,Nvidia Graphics,Semiconductors,1,0,6,31350.27225087647,0.0,0.0,9
2022-09-12,Nokia Siemens Network India,Technology,7,224,0,94389.6278951662,46.2803736159863,40.222198750975224,9
2022-09-13,L and T,Manufacturing,7,163,1,380607.76996919076,173.13879212208914,149.26210876030075,9
2022-09-14,Andritz,Engineering,8,249,2,105823.38138647184,158.0850424756405,148.44452979283264,9
2022-09-15,Cognizant,IT Services,6,420,3,98532.73588121487,174.46677888238233,162.1194619459254,9
2022-09-16,Novell,Software,3,279,4,154033.50645799877,189.077288061018,173.91702722221004,9
2022-09-17,TCS,Telecommunications,5,0,5,363434.6900430807,0.0,0.0,9
2022-09-18,Novell,Software,6,0,6,154033.50645799877,0.0,0.0,9
2022-09-19,Cognizant,IT Services,1,394,0,98532.73588121487,65.96266897654745,61.379486033566536,9
2022-09-20,Cerner Health Care Solutions,Healthcare,3,320,1,297737.37737389834,155.72421909771708,145.68082777382025,9
2022-09-21,Novell,Software,5,367,2,154033.50645799877,167.34899760956998,145.40279899154027,9
2022-09-22,Alcatel Lucent Technologies,Telecommunications,6,294,3,290068.3522488535,114.88024802964227,106.28556105978303,9
2022-09-23,TP Vision,Software,3,206,4,311951.2495387996,191.6913100504702,165.75744468165084,9
2022-09-24,Cerner Health Care Solutions,Healthcare,4,0,5,297737.37737389834,0.0,5.500540337531994,9
2022-09-25,Justdial,Electronics,7,0,6,28154.41451350742,0.0,8.86150414163018,9
2022-09-26,IBM,Engineering,4,356,0,29641.598150655183,74.14623667904257,67.02278233953913,9
2022-09-27,Nvidia Graphics,Semiconductors,5,209,1,31350.27225087647,77.44425095232086,67.07055793704049,9
2022-09-28,ANZ,Finance,4,418,2,235720.71443058396,155.4867622965478,134.64764612360867,9
2022-09-29,TCS,Telecommunications,5,390,3,363434.6900430807,135.8818633058756,123.8294348666523,9
2022-09-30,Northern Operation Services,Outsourcing,6,50,4,90706.62617261536,68.73843914088569,62.415758992343115,9
2022-10-01,Stylus Commercial Services,IT Services,2,0,5,336825.669668257,0.0,2.8648067547993024,10
2022-10-02,Justdial,Electronics,7,0,6,28154.41451350742,0.0,0.0,10
2022-10-03,Mavenir,Biotechnology,4,356,0,287955.1965214351,74.78167768469298,62.113563585692965,10
2022-10-04,Target Operation,Consulting,4,352,1,82255.70289564463,105.96137903599725,91.91503026936026,10
2022-10-05,Alcatel Lucent Technologies,Telecommunications,6,79,2,290068.3522488535,72.9484649047941,68.81377032648662,10
2022-10-06,Stylus Commercial Services,IT Services,7,184,3,336825.669668257,148.58875469168285,143.5327007458538,10
2022-10-07,Monsanto Holdings,Telecommunications,6,421,4,386333.2702978652,222.30032318270608,199.72263250757018,10
2022-10-08,Alcatel Lucent Technologies,Telecommunications,3,0,5,290068.3522488535,0.0,5.728339737691181,10
2022-10-09,IBM,Engineering,8,0,6,29641.598150655183,0.0,0.250807238970729,10
2022-10-10,Monsanto Holdings,Telecommunications,4,365,0,386333.2702978652,64.18162931413052,57.266646629328584,10
2022-10-11,Data Craft India,Consulting,4,400,1,16705.69527864351,109.2328665164398,97.28162042991853,10
2022-10-12,IBM,Engineering,10,372,2,29641.598150655183,200.57680452142375,176.33740069374028,10
2022-10-13,Cognizant,IT Services,4,282,3,98532.73588121487,121.50127626843505,114.02072033105898,10
2022-10-14,TP Vision,Software,1,432,4,311951.2495387996,268.8985240379478,245.4660220492015,10
2022-10-15,Target Operation,Consulting,10,0,5,82255.70289564463,0.0,0.0,10
2022-10-16,Netscout System Software,Software,5,0,6,484544.04893449426,0.0,6.192911480994276,10
2022-10-17,Cognizant,IT Services,10,332,0,98532.73588121487,88.92377782248735,92.46009613909163,10
2022-10-18,Alcatel Lucent Technologies,Telecommunications,4,447,1,290068.3522488535,134.96849761968582,111.67917462591905,10
2022-10-19,Andritz,Engineering,9,229,2,105823.38138647184,159.65987172754828,139.10585707288863,10
2022-10-20,L and T,Manufacturing,2,152,3,380607.76996919076,128.56808878665802,117.1917348313424,10
2022-10-21,IBM,Engineering,3,324,4,29641.598150655183,194.41194046889046,174.68954857559206,10
2022-10-22,IBM,Engineering,1,0,5,29641.598150655183,0.0,0.0,10
2022-10-23,ANZ,Finance,1,0,6,235720.71443058396,0.0,3.503734181404388,10
2022-10-24,Software Software Software,Travel,1,71,0,132242.80313614343,15.88644983555328,12.410635813921719,10
2022-10-25,Stylus Commercial Services,IT Services,6,60,1,336825.669668257,106.6107765561608,96.20290415898698,10
2022-10-26,Jurimatrix,Consulting,5,139,2,226349.06235300525,81.04578425935193,63.72954090391285,10
2022-10-27,Novell,Software,8,342,3,154033.50645799877,182.05410046110418,162.99944114611245,10
2022-10-28,Netscout System Software,Software,5,265,4,484544.04893449426,277.36341756442283,252.6625534114921,10
2022-10-29,Novell,Software,9,0,5,154033.50645799877,0.0,12.198119696222632,10
2022-10-30,IBM,Engineering,8,0,6,29641.598150655183,0.0,5.865248274776148,10
2022-10-31,Fidelity,Finance,2,228,0,266099.3903756254,50.25693575837755,51.80572642705118,10
2022-11-01,IBM,Engineering,1,419,1,29641.598150655183,144.51288315350646,259.03045133912883,11
2022-11-02,Jurimatrix,Consulting,2,104,2,226349.06235300525,57.409415598084,102.1905022931691,11
2022-11-03,L and T,Manufacturing,1,282,3,380607.76996919076,162.97929356768944,293.91277999906595,11
2022-11-04,Mavenir,Biotechnology,4,95,4,287955.1965214351,126.03997670439084,221.7718333956033,11
2022-11-05,Colt Technologies,Technology,5,0,5,470980.6193328473,0.0,0.0,11
2022-11-06,Cerner Health Care Solutions,Healthcare,7,0,6,297737.37737389834,0.0,0.0,11
2022-11-07,Nokia Siemens Network India,Technology,10,192,0,94389.6278951662,50.74043456533027,85.91924557061152,11
2022-11-08,Via.com,Software,7,115,1,30517.733222274303,89.7772605971907,161.0269706373925,11
2022-11-09,TCS,Telecommunications,2,349,2,363434.6900430807,113.25820357339936,211.23659117878515,11
2022-11-10,Target Operation,Consulting,3,451,3,82255.70289564463,121.86220886266841,213.00676919352227,11
2022-11-11,Justdial,Electronics,10,357,4,28154.41451350742,287.59557038019074,503.9507591936909,11
2022-11-12,Software Software Software,Travel,7,0,5,132242.80313614343,0.0,0.0,11
2022-11-13,Monsanto Holdings,Telecommunications,8,0,6,386333.2702978652,0.0,2.5634571487220286,11
2022-11-14,Netscout System Software,Software,8,285,0,484544.04893449426,106.94609920834377,194.61451622268257,11
2022-11-15,TCS,Telecommunications,9,395,1,363434.6900430807,156.36017599475494,282.70093058555096,11
2022-11-16,Software Software Software,Travel,4,341,2,132242.80313614343,99.3867389329709,172.44284684620925,11
2022-11-17,Alcatel Lucent Technologies,Telecommunications,8,476,3,290068.3522488535,160.12756749459473,291.5471380267297,11
2022-11-18,Nokia Siemens Network India,Technology,9,490,4,94389.6278951662,235.83891846823877,422.06669808110627,11
2022-11-19,Monsanto Holdings,Telecommunications,10,0,5,386333.2702978652,0.0,0.0,11
2022-11-20,Philips,Technology,4,0,6,67038.4916708522,0.0,4.293794558650829,11
2022-11-21,Netscout System Software,Software,8,158,0,484544.04893449426,88.27061858689531,161.4348242607153,11
2022-11-22,Nvidia Graphics,Semiconductors,5,199,1,31350.27225087647,75.2295023771022,132.9444828245805,11
2022-11-23,Alcatel Lucent Technologies,Telecommunications,9,338,2,290068.3522488535,138.0890024103722,259.84671726495674,11
2022-11-24,Andritz,Engineering,2,396,3,105823.38138647184,157.14014492449584,292.2684182702294,11
2022-11-25,Cerner Health Care Solutions,Healthcare,3,252,4,297737.37737389834,203.2340100777964,358.9137384049084,11
2022-11-26,Cognizant,IT Services,2,0,5,98532.73588121487,0.0,3.5314174551857773,11
2022-11-27,Justdial,Electronics,2,0,6,28154.41451350742,0.0,0.0,11
2022-11-28,Netscout System Software,Software,2,175,0,484544.04893449426,68.71283179435481,121.51499360667687,11
2022-11-29,Mavenir,Biotechnology,7,172,1,287955.1965214351,122.39166465539543,224.94241159255444,11
2022-11-30,Philips,Technology,9,289,2,67038.4916708522,113.57996313324846,208.0369154100567,11
2022-12-01,Colt Technologies,Technology,8,71,3,470980.6193328473,105.0687279704348,190.04473720640317,12
2022-12-02,TP Vision,Software,10,314,4,311951.2495387996,315.83700072351655,560.0757505497785,12
2022-12-03,Northern Operation Services,Outsourcing,4,0,5,90706.62617261536,0.0,0.0,12
2022-12-04,Colt Technologies,Technology,6,0,6,470980.6193328473,0.0,0.0,12
2022-12-05,Justdial,Electronics,3,101,0,28154.41451350742,29.504584057757505,59.18000931556575,12
2022-12-06,Nvidia Graphics,Semiconductors,9,360,1,31350.27225087647,133.03444019030945,232.95931292211682,12
2022-12-07,Cerner Health Care Solutions,Healthcare,7,241,2,297737.37737389834,161.7370833590285,292.8019068783788,12
2022-12-08,Stylus Commercial Services,IT Services,8,468,3,336825.669668257,235.6437563284366,427.255332105062,12
2022-12-09,Alcatel Lucent Technologies,Telecommunications,7,114,4,290068.3522488535,126.26295520740051,226.08664280842564,12
2022-12-10,Netscout System Software,Software,2,0,5,484544.04893449426,0.0,0.0,12
2022-12-11,Philips,Technology,4,0,6,67038.4916708522,0.0,0.0,12
2022-12-12,Nvidia Graphics,Semiconductors,2,405,0,31350.27225087647,52.121354356233375,98.31072175165176,12
2022-12-13,Colt Technologies,Technology,10,125,1,470980.6193328473,126.64297628354046,220.8174076701237,12
2022-12-14,Northern Operation Services,Outsourcing,6,375,2,90706.62617261536,107.12838474516437,196.8597944160197,12
2022-12-15,Stylus Commercial Services,IT Services,4,401,3,336825.669668257,188.59461304902598,335.23948738102047,12
2022-12-16,Philips,Technology,3,209,4,67038.4916708522,98.2470546379597,175.33404452958524,12
2022-12-17,Colt Technologies,Technology,4,0,5,470980.6193328473,0.0,8.744504412027966,12
2022-12-18,Jurimatrix,Consulting,3,0,6,226349.06235300525,0.0,0.0,12
2022-12-19,Netscout System Software,Software,7,449,0,484544.04893449426,127.38619217197633,234.31799617878954,12
2022-12-20,ANZ,Finance,5,82,1,235720.71443058396,79.4380158610884,150.66964265381517,12
2022-12-21,Novell,Software,4,222,2,154033.50645799877,117.35164791435365,204.37819431550326,12
2022-12-22,Novell,Software,6,165,3,154033.50645799877,115.29293351513886,208.67907187971508,12
2022-12-23,Alcatel Lucent Technologies,Telecommunications,10,323,4,290068.3522488535,208.88013434082882,382.88230609695376,12
2022-12-24,IBM,Engineering,4,0,5,29641.598150655183,0.0,0.0,12
2022-12-25,L and T,Manufacturing,1,0,6,380607.76996919076,0.0,1.6928326480305556,12
2022-12-26,IBM,Engineering,4,233,0,29641.598150655183,54.77583688057677,99.7105002283446,12
2022-12-27,Andritz,Engineering,1,487,1,105823.38138647184,177.92789104967866,316.35676838424496,12
2022-12-28,Mavenir,Biotechnology,9,221,2,287955.1965214351,147.07053970755197,258.0821681804759,12
2022-12-29,TCS,Telecommunications,10,202,3,363434.6900430807,123.594875692548,219.8201128872456,12
2022-12-30,Target Operation,Consulting,9,139,4,82255.70289564463,129.84562529314942,232.98160382107,12
2022-12-31,IBM,Engineering,8,0,5,29641.598150655183,0.0,5.703661297359021,12
2023-01-01,Northern Operation Services,Outsourcing,4,0,6,90706.62617261536,0.0,13.487695911082083,1
2023-01-02,Nokia Siemens Network India,Technology,1,133,0,94389.6278951662,21.28328783012827,33.261030899291406,1
2023-01-03,Netscout System Software,Software,2,53,1,484544.04893449426,101.54521263096613,183.70739574282862,1
2023-01-04,Colt Technologies,Technology,5,177,2,470980.6193328473,111.49951352530282,194.58380902557627,1
2023-01-05,TP Vision,Software,3,463,3,311951.2495387996,204.09965877383476,365.34886046294065,1
2023-01-06,Northern Operation Services,Outsourcing,10,353,4,90706.62617261536,181.64333789818258,334.54520171518567,1
2023-01-07,Stylus Commercial Services,IT Services,1,0,5,336825.669668257,0.0,1.5293507745577455,1
2023-01-08,Colt Technologies,Technology,5,0,6,470980.6193328473,0.0,3.7396290682541684,1
2023-01-09,ANZ,Finance,1,139,0,235720.71443058396,34.461618707514056,60.55879012181302,1
2023-01-10,Stylus Commercial Services,IT Services,9,74,1,336825.669668257,131.68487087872094,234.57665040198268,1
2023-01-11,Data Craft India,Consulting,1,147,2,16705.69527864351,38.753512690113595,65.73374415781146,1
2023-01-12,L and T,Manufacturing,2,123,3,380607.76996919076,119.064041751897,223.43763809987783,1
2023-01-13,L and T,Manufacturing,7,62,4,380607.76996919076,208.87890002055363,376.07545355333286,1
2023-01-14,Mavenir,Biotechnology,4,0,5,287955.1965214351,0.0,0.6110996678213176,1
2023-01-15,Philips,Technology,5,0,6,67038.4916708522,0.0,0.29581348743981867,1
2023-01-16,Cerner Health Care Solutions,Healthcare,1,54,0,297737.37737389834,32.622464154229824,60.91653354726456,1
2023-01-17,Colt Technologies,Technology,1,477,1,470980.6193328473,152.9884525889676,280.9041021630293,1
2023-01-18,Data Craft India,Consulting,10,302,2,16705.69527864351,120.40642261085739,218.9500007266978,1
2023-01-19,Nokia Siemens Network India,Technology,5,475,3,94389.6278951662,134.2571309909557,240.61350344419554,1
2023-01-20,TCS,Telecommunications,7,190,4,363434.6900430807,159.04311559505965,279.61668513423894,1
2023-01-21,Jurimatrix,Consulting,7,0,5,226349.06235300525,0.0,2.197057209033256,1
2023-01-22,Jurimatrix,Consulting,9,0,6,226349.06235300525,0.0,0.0,1
2023-01-23,TCS,Telecommunications,7,489,0,363434.6900430807,82.47078208457124,147.20345214800525,1
2023-01-24,Nokia Siemens Network India,Technology,3,391,1,94389.6278951662,106.45954181830031,190.60711921925966,1
2023-01-25,Nvidia Graphics,Semiconductors,2,261,2,31350.27225087647,72.35032922931794,133.3009902362731,1
2023-01-26,Nokia Siemens Network India,Technology,6,247,3,94389.6278951662,92.14585784133595,168.52300320045327,1
2023-01-27,Cognizant,IT Services,6,283,4,98532.73588121487,202.66062437086308,362.2226623688556,1
2023-01-28,Stylus Commercial Services,IT Services,9,0,5,336825.669668257,0.0,3.6939352786934427,1
2023-01-29,TP Vision,Software,1,0,6,311951.2495387996,0.0,1.038347047608397,1
2023-01-30,Northern Operation Services,Outsourcing,6,179,0,90706.62617261536,35.15703760702824,68.92264267472787,1
2023-01-31,Target Operation,Consulting,9,436,1,82255.70289564463,150.87047949240633,277.6721563247623,1
2023-02-01,Nvidia Graphics,Semiconductors,1,58,2,31350.27225087647,21.85406171433226,44.275984464809625,2
2023-02-02,Justdial,Electronics,4,234,3,28154.41451350742,108.06001801387964,211.41388672647116,2
2023-02-03,Cognizant,IT Services,1,302,4,98532.73588121487,158.11672164124735,323.52854889491533,2
2023-02-04,Mavenir,Biotechnology,1,0,5,287955.1965214351,0.0,0.0,2
2023-02-05,Netscout System Software,Software,3,0,6,484544.04893449426,0.0,0.0,2
2023-02-06,Software Software Software,Travel,6,385,0,132242.80313614343,58.90453017752204,115.79919872995842,2
2023-02-07,Novell,Software,2,333,1,154033.50645799877,135.2918733932254,265.7609698559184,2
2023-02-08,Cerner Health Care Solutions,Healthcare,4,126,2,297737.37737389834,107.33497813763954,214.78794125443918,2
2023-02-09,Stylus Commercial Services,IT Services,2,480,3,336825.669668257,196.76482355862424,396.1088008217193,2
2023-02-10,Justdial,Electronics,6,111,4,28154.41451350742,127.37705617796324,243.1871293101175,2
2023-02-11,Target Operation,Consulting,5,0,5,82255.70289564463,0.0,6.868628609904436,2
2023-02-12,Philips,Technology,10,0,6,67038.4916708522,0.0,0.8925959465279132,2
2023-02-13,Alcatel Lucent Technologies,Telecommunications,5,452,0,290068.3522488535,70.40972205111139,140.26302588031808,2
2023-02-14,Nokia Siemens Network India,Technology,2,283,1,94389.6278951662,78.86939734096322,160.51254675640612,2
2023-02-15,Philips,Technology,4,172,2,67038.4916708522,63.378346866214066,126.54796802428243,2
2023-02-16,Cerner Health Care Solutions,Healthcare,1,243,3,297737.37737389834,119.36070666026235,245.83857368369297,2
2023-02-17,Cognizant,IT Services,6,97,4,98532.73588121487,124.49868184531095,259.54469084389,2
2023-02-18,L and T,Manufacturing,3,0,5,380607.76996919076,0.0,0.0,2
2023-02-19,Netscout System Software,Software,4,0,6,484544.04893449426,0.0,0.0,2
2023-02-20,Nokia Siemens Network India,Technology,5,210,0,94389.6278951662,39.64214336579993,78.8944072737898,2
2023-02-21,Alcatel Lucent Technologies,Telecommunications,10,449,1,290068.3522488535,164.6132931312064,333.31533428984386,2
2023-02-22,Stylus Commercial Services,IT Services,7,119,2,336825.669668257,130.27621389430746,262.17174722959214,2
2023-02-23,Mavenir,Biotechnology,8,60,3,287955.1965214351,100.70416839743972,211.63747497220209,2
2023-02-24,Cognizant,IT Services,1,155,4,98532.73588121487,96.3435735162142,193.29914822212564,2
2023-02-25,Jurimatrix,Consulting,9,0,5,226349.06235300525,0.0,0.0,2
2023-02-26,ANZ,Finance,6,0,6,235720.71443058396,0.0,0.0,2
2023-02-27,ANZ,Finance,8,462,0,235720.71443058396,95.3495218021423,188.4402990144133,2
2023-02-28,Stylus Commercial Services,IT Services,1,227,1,336825.669668257,118.44349522523414,233.8689625066796,2
2023-03-01,Nokia Siemens Network India,Technology,1,106,2,94389.6278951662,36.9655688866618,71.30403166382762,3
2023-03-02,Alcatel Lucent Technologies,Telecommunications,6,498,3,290068.3522488535,154.66668411089356,313.0009528627774,3
2023-03-03,Andritz,Engineering,9,425,4,105823.38138647184,330.2260932057825,651.8290914096847,3
2023-03-04,Northern Operation Services,Outsourcing,3,0,5,90706.62617261536,0.0,1.681290120886534,3
2023-03-05,IBM,Engineering,7,0,6,29641.598150655183,0.0,0.0,3
2023-03-06,TP Vision,Software,3,398,0,311951.2495387996,92.49151253342015,187.1060767473412,3
2023-03-07,Nokia Siemens Network India,Technology,1,285,1,94389.6278951662,74.09816934864178,146.11332359492863,3
2023-03-08,Mavenir,Biotechnology,2,107,2,287955.1965214351,75.02816708054961,146.40376301966208,3
2023-03-09,Monsanto Holdings,Telecommunications,7,219,3,386333.2702978652,114.51601861959026,235.52637897791496,3
2023-03-10,Stylus Commercial Services,IT Services,9,224,4,336825.669668257,259.4526156496955,529.6152572932301,3
2023-03-11,Via.com,Software,9,0,5,30517.733222274303,0.0,0.0,3
2023-03-12,Alcatel Lucent Technologies,Telecommunications,1,0,6,290068.3522488535,0.0,0.0,3
2023-03-13,Andritz,Engineering,9,298,0,105823.38138647184,90.69625770193788,181.04380228682282,3
2023-03-14,Monsanto Holdings,Telecommunications,4,313,1,386333.2702978652,118.22161805853031,229.8459796454366,3
2023-03-15,Colt Technologies,Technology,7,430,2,470980.6193328473,174.35525620675494,345.2324938817719,3
2023-03-16,Colt Technologies,Technology,7,273,3,470980.6193328473,141.78643904177812,287.0717601108948,3
2023-03-17,Philips,Technology,3,448,4,67038.4916708522,172.19862250809402,352.6422114309361,3
2023-03-18,Cognizant,IT Services,1,0,5,98532.73588121487,0.0,3.0443947221119365,3
2023-03-19,Target Operation,Consulting,10,0,6,82255.70289564463,0.0,0.0,3
2023-03-20,Fidelity,Finance,8,317,0,266099.3903756254,79.47823864917304,161.10483095293034,3
2023-03-21,TP Vision,Software,6,67,1,311951.2495387996,109.69289846698511,215.57004969138916,3
2023-03-22,Jurimatrix,Consulting,4,235,2,226349.06235300525,96.30198584980668,184.67463429724518,3
2023-03-23,Stylus Commercial Services,IT Services,7,74,3,336825.669668257,117.59830103458603,241.03328522415043,3
2023-03-24,Jurimatrix,Consulting,1,142,4,226349.06235300525,89.79742336108777,176.16015051541868,3
2023-03-25,Novell,Software,3,0,5,154033.50645799877,0.0,3.205412915473316,3
2023-03-26,Alcatel Lucent Technologies,Telecommunications,5,0,6,290068.3522488535,0.0,0.26852267808856534,3
2023-03-27,IBM,Engineering,7,272,0,29641.598150655183,72.72889035232558,147.22016238917917,3
2023-03-28,Justdial,Electronics,3,143,1,28154.41451350742,72.0480016328018,145.95005787831374,3
2023-03-29,Justdial,Electronics,8,447,2,28154.41451350742,205.2303725593741,404.6479467462728,3
2023-03-30,Via.com,Software,3,236,3,30517.733222274303,95.95340379483507,195.1468848500631,3
2023-03-31,Stylus Commercial Services,IT Services,7,207,4,336825.669668257,231.29750732059875,466.4851935485784,3
2023-04-01,Monsanto Holdings,Telecommunications,8,0,5,386333.2702978652,0.0,8.638848646899058,4
2023-04-02,Cerner Health Care Solutions,Healthcare,1,0,6,297737.37737389834,0.0,0.0,4
2023-04-03,Netscout System Software,Software,1,137,0,484544.04893449426,59.44861699788825,118.09919201794602,4
2023-04-04,TCS,Telecommunications,6,190,1,363434.6900430807,101.75134215774337,199.58359176248635,4
2023-04-05,Nokia Siemens Network India,Technology,1,95,2,94389.6278951662,34.68367723816023,73.99678162208497,4
2023-04-06,Cerner Health Care Solutions,Healthcare,9,90,3,297737.37737389834,132.81806953081647,257.1717672087154,4
2023-04-07,Target Operation,Consulting,1,487,4,82255.70289564463,177.2804103238724,360.5905701975271,4
2023-04-08,Andritz,Engineering,5,0,5,105823.38138647184,0.0,0.0,4
2023-04-09,L and T,Manufacturing,2,0,6,380607.76996919076,0.0,0.0,4
2023-04-10,Alcatel Lucent Technologies,Telecommunications,1,173,0,290068.3522488535,33.45124343641962,70.11301953287513,4
2023-04-11,Novell,Software,2,54,1,154033.50645799877,53.23739948166447,92.89535085101599,4
2023-04-12,TCS,Telecommunications,8,242,2,363434.6900430807,121.644560198369,242.05179095294176,4
2023-04-13,Stylus Commercial Services,IT Services,4,335,3,336825.669668257,170.00034085476793,340.13005287683154,4
2023-04-14,Netscout System Software,Software,4,74,4,484544.04893449426,182.60910948888213,361.14518906337645,4
2023-04-15,Colt Technologies,Technology,9,0,5,470980.6193328473,0.0,0.0,4
2023-04-16,Nokia Siemens Network India,Technology,2,0,6,94389.6278951662,0.0,1.7352563370604024,4
2023-04-17,Northern Operation Services,Outsourcing,6,469,0,90706.62617261536,62.39211353565397,128.66018285116215,4
2023-04-18,Stylus Commercial Services,IT Services,1,322,1,336825.669668257,145.20797792909048,293.3469048098779,4
2023-04-19,Novell,Software,5,301,2,154033.50645799877,147.93826184554482,299.1543899168644,4
2023-04-20,Nokia Siemens Network India,Technology,3,63,3,94389.6278951662,38.417681753890065,85.77797586078847,4
2023-04-21,Stylus Commercial Services,IT Services,10,486,4,336825.669668257,380.05733341761726,761.4141495801804,4
2023-04-22,Software Software Software,Travel,3,0,5,132242.80313614343,0.0,0.0,4
2023-04-23,Netscout System Software,Software,1,0,6,484544.04893449426,0.0,4.067431066841621,4
2023-04-24,Data Craft India,Consulting,8,440,0,16705.69527864351,69.65775876993587,140.04110444461276,4
